job_id~job_title~company_name~company_location~pay_range~job_level~employment_type~job_posted_date~industry
3997379080~Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:13:25~Banking
3979892275~Data Architect (Azure)~Support Centre~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:13:26~Retail
3972276456~Principal Integration Architect~Canadian Tire Corporation~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:13:26~Retail
3996689279~IT Solution Architect~Procom~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-10 14:13:27~IT Services and IT Consulting
3973668586~SAP Data Architect - Remote / Telecommute~Cynet Systems~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-15 14:13:28~Information Technology & Services
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:13:29~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:13:30~Government Administration
3978693662~Manager/Senior Manager, Microsoft - Data Architect, Azure~KPMG Canada~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-24 14:13:30~Financial Services
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:13:31~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:13:32~IT Services and IT Consulting
3972276456~Principal Integration Architect~Canadian Tire Corporation~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:13:34~Retail
3996689279~IT Solution Architect~Procom~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-10 14:13:35~IT Services and IT Consulting
3973668586~SAP Data Architect - Remote / Telecommute~Cynet Systems~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-15 14:13:36~Information Technology & Services
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:13:38~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:13:39~Government Administration
3978693662~Manager/Senior Manager, Microsoft - Data Architect, Azure~KPMG Canada~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-24 14:13:39~Financial Services
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:13:40~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:13:42~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:13:43~Technology, Information and Internet
3999154719~Senior Data Scientist~Larus~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 14:13:44~Internet Publishing
3963769323~Relocate to Malta Data and Analytics Senior Architect (Consulting/Big 4)~Black Pen Recruitment~Ottawa, Ontario, Canada~~Not Applicable~Full-time~2024-07-15 14:13:46~Staffing and Recruiting
3999938124~Sr. Data Engineer and Product Manager~Procter & Gamble~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:13:46~Manufacturing
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:13:47~Design Services, Technology, Information and Internet, and Advertising Services
3978193703~Data Architect~Ward Technology Talent~Greater Toronto Area, Canada~~Mid-Senior level~Contract~2024-07-15 14:13:48~IT Services and IT Consulting
3998817934~Solution Architect - Data~Procom~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 06:13:48~IT Services and IT Consulting
3813377965~Senior Cloud Architect~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:13:51~IT Services and IT Consulting
3818357127~Senior Application Architect~Global Pharma Tek~Toronto, Ontario, Canada~~Entry level~Contract~2024-02-16 14:13:52~Public Relations and Communications Services
3995333375~Senior Data Solutions Architect~Procom~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 14:13:54~IT Services and IT Consulting
3997379080~Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:13:54~Banking
3979892275~Data Architect (Azure)~Support Centre~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:13:55~Retail
3996689279~IT Solution Architect~Procom~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-10 14:13:56~IT Services and IT Consulting
3973668586~SAP Data Architect - Remote / Telecommute~Cynet Systems~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-15 14:13:57~Information Technology & Services
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:13:58~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:14:00~Government Administration
3978693662~Manager/Senior Manager, Microsoft - Data Architect, Azure~KPMG Canada~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-24 14:14:00~Financial Services
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:14:01~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:14:01~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:03~Technology, Information and Internet
3999154719~Senior Data Scientist~Larus~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 14:14:04~Internet Publishing
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:14:05~Technology, Information and Internet
3973668586~SAP Data Architect - Remote / Telecommute~Cynet Systems~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-15 14:14:07~Information Technology & Services
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:08~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:14:09~Government Administration
3978693662~Manager/Senior Manager, Microsoft - Data Architect, Azure~KPMG Canada~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-24 14:14:09~Financial Services
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:14:10~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:14:11~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:12~Technology, Information and Internet
3999154719~Senior Data Scientist~Larus~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 14:14:13~Internet Publishing
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:14:14~Technology, Information and Internet
4000585701~Cloud Solutions Architect - Alliances~Canonical~Hamilton, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 00:14:15~Technology, Information and Internet
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:17~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:14:17~Government Administration
3978693662~Manager/Senior Manager, Microsoft - Data Architect, Azure~KPMG Canada~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-24 14:14:18~Financial Services
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:14:19~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:14:20~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:20~Technology, Information and Internet
3999154719~Senior Data Scientist~Larus~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 14:14:21~Internet Publishing
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:14:22~Technology, Information and Internet
4000585701~Cloud Solutions Architect - Alliances~Canonical~Hamilton, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 00:14:22~Technology, Information and Internet
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:14:23~Financial Services
3998817934~Solution Architect - Data~Procom~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 06:14:26~IT Services and IT Consulting
3813377965~Senior Cloud Architect~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:14:28~IT Services and IT Consulting
3818357127~Senior Application Architect~Global Pharma Tek~Toronto, Ontario, Canada~~Entry level~Contract~2024-02-16 14:14:29~Public Relations and Communications Services
3995333375~Senior Data Solutions Architect~Procom~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 14:14:29~IT Services and IT Consulting
3997379080~Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:14:30~Banking
3979892275~Data Architect (Azure)~Support Centre~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:14:30~Retail
3972276456~Principal Integration Architect~Canadian Tire Corporation~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:31~Retail
3996689279~IT Solution Architect~Procom~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-10 14:14:33~IT Services and IT Consulting
3906291372~Data Solution Architect~Mattel Canada~Mississauga, Ontario, Canada~~Not Applicable~Full-time~2024-08-07 14:14:34~Manufacturing, Design Services, and Entertainment Providers
3973668586~SAP Data Architect - Remote / Telecommute~Cynet Systems~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-15 14:14:35~Information Technology & Services
3978693662~Manager/Senior Manager, Microsoft - Data Architect, Azure~KPMG Canada~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-24 14:14:37~Financial Services
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:14:38~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:14:38~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:39~Technology, Information and Internet
3999154719~Senior Data Scientist~Larus~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 14:14:39~Internet Publishing
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:14:40~Technology, Information and Internet
4000585701~Cloud Solutions Architect - Alliances~Canonical~Hamilton, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 00:14:41~Technology, Information and Internet
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:14:42~Financial Services
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:14:42~IT Services and IT Consulting
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:14:43~Biotechnology Research
3818357127~Senior Application Architect~Global Pharma Tek~Toronto, Ontario, Canada~~Entry level~Contract~2024-02-16 14:14:45~Public Relations and Communications Services
3995333375~Senior Data Solutions Architect~Procom~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 14:14:45~IT Services and IT Consulting
3997379080~Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:14:46~Banking
3979892275~Data Architect (Azure)~Support Centre~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:14:47~Retail
3972276456~Principal Integration Architect~Canadian Tire Corporation~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:48~Retail
3996689279~IT Solution Architect~Procom~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-10 14:14:49~IT Services and IT Consulting
3906291372~Data Solution Architect~Mattel Canada~Mississauga, Ontario, Canada~~Not Applicable~Full-time~2024-08-07 14:14:50~Manufacturing, Design Services, and Entertainment Providers
3973668586~SAP Data Architect - Remote / Telecommute~Cynet Systems~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-15 14:14:51~Information Technology & Services
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:53~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:14:54~Government Administration
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:14:56~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:14:57~Technology, Information and Internet
3999154719~Senior Data Scientist~Larus~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 14:14:58~Internet Publishing
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:14:59~Technology, Information and Internet
4000585701~Cloud Solutions Architect - Alliances~Canonical~Hamilton, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 00:15:01~Technology, Information and Internet
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:15:01~Financial Services
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:15:02~IT Services and IT Consulting
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:15:03~Biotechnology Research
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:15:04~Non-profit Organizations and Primary and Secondary Education
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:15:05~Design Services, Technology, Information and Internet, and Advertising Services
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:15:07~Technology, Information and Internet
3999154719~Senior Data Scientist~Larus~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 14:15:08~Internet Publishing
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:15:09~Technology, Information and Internet
4000585701~Cloud Solutions Architect - Alliances~Canonical~Hamilton, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 00:15:09~Technology, Information and Internet
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:15:11~Financial Services
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:15:11~IT Services and IT Consulting
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:15:12~Biotechnology Research
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:15:13~Non-profit Organizations and Primary and Secondary Education
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:15:13~Design Services, Technology, Information and Internet, and Advertising Services
3997380047~Data Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:15:14~Banking
3979892275~Data Architect (Azure)~Support Centre~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:15:15~Retail
3972276456~Principal Integration Architect~Canadian Tire Corporation~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:15:16~Retail
3996689279~IT Solution Architect~Procom~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-10 14:15:17~IT Services and IT Consulting
3906291372~Data Solution Architect~Mattel Canada~Mississauga, Ontario, Canada~~Not Applicable~Full-time~2024-08-07 14:15:19~Manufacturing, Design Services, and Entertainment Providers
3973668586~SAP Data Architect - Remote / Telecommute~Cynet Systems~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-15 14:15:20~Information Technology & Services
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:15:21~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:15:22~Government Administration
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:15:23~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:15:23~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:15:24~Technology, Information and Internet
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:15:27~Technology, Information and Internet
4000585701~Cloud Solutions Architect - Alliances~Canonical~Hamilton, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 00:15:27~Technology, Information and Internet
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:15:28~Financial Services
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:15:30~IT Services and IT Consulting
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:15:31~Biotechnology Research
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:15:32~Non-profit Organizations and Primary and Secondary Education
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:15:34~Design Services, Technology, Information and Internet, and Advertising Services
3997380047~Data Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:15:35~Banking
3981365155~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 14:15:37~Technology, Information and Internet
3997044368~Integration Data Analytics Architect~Maarut Inc~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:15:39~IT Services and IT Consulting
4000585701~Cloud Solutions Architect - Alliances~Canonical~Hamilton, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-14 00:15:41~Technology, Information and Internet
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:15:42~Financial Services
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:15:44~IT Services and IT Consulting
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:15:45~Biotechnology Research
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:15:46~Non-profit Organizations and Primary and Secondary Education
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:15:46~Design Services, Technology, Information and Internet, and Advertising Services
3997380047~Data Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:15:47~Banking
3981365155~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 14:15:48~Technology, Information and Internet
3997044368~Integration Data Analytics Architect~Maarut Inc~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:15:48~IT Services and IT Consulting
3934918721~Clinical Data Architect & Engineer~Astellas Pharma~Markham, Ontario, Canada~~Not Applicable~Full-time~2024-07-24 14:15:49~Biotechnology Research, Pharmaceutical Manufacturing, and Research Services
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:15:51~Financial Services
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:15:52~IT Services and IT Consulting
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:15:53~Biotechnology Research
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:15:54~Non-profit Organizations and Primary and Secondary Education
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:15:55~Design Services, Technology, Information and Internet, and Advertising Services
3997380047~Data Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:15:56~Banking
3981365155~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 14:15:57~Technology, Information and Internet
3997044368~Integration Data Analytics Architect~Maarut Inc~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:15:57~IT Services and IT Consulting
3934918721~Clinical Data Architect & Engineer~Astellas Pharma~Markham, Ontario, Canada~~Not Applicable~Full-time~2024-07-24 14:15:59~Biotechnology Research, Pharmaceutical Manufacturing, and Research Services
3996373360~Software Defined Network Architect~Holt Executive Ltd~Ontario, Canada~CA$125,000.00/yr - CA$150,000.00/yr~Mid-Senior level~Full-time~2024-08-10 14:16:00~Space Research and Technology and Defense and Space Manufacturing
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:16:02~IT Services and IT Consulting
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:16:04~Biotechnology Research
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:16:05~Non-profit Organizations and Primary and Secondary Education
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:16:06~Design Services, Technology, Information and Internet, and Advertising Services
3997380047~Data Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:16:06~Banking
3981365155~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 14:16:07~Technology, Information and Internet
3997044368~Integration Data Analytics Architect~Maarut Inc~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:16:08~IT Services and IT Consulting
3934918721~Clinical Data Architect & Engineer~Astellas Pharma~Markham, Ontario, Canada~~Not Applicable~Full-time~2024-07-24 14:16:08~Biotechnology Research, Pharmaceutical Manufacturing, and Research Services
3996373360~Software Defined Network Architect~Holt Executive Ltd~Ontario, Canada~CA$125,000.00/yr - CA$150,000.00/yr~Mid-Senior level~Full-time~2024-08-10 14:16:09~Space Research and Technology and Defense and Space Manufacturing
3981610275~Solution Architect~Informatica~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 14:16:09~Software Development
3975481972~Data Architect - GCP~CGI~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:16:11~IT Services and IT Consulting
3995014358~Architecte technique, architecture de données~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 14:16:11~Government Administration
3983004630~Technical Director/ Architect (Mix Used & High-Rise Residential Projects)~IBI Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:16:13~Architecture and Planning
3910245791~Data Architect & Technical AI Consultant - Remote~EPAM Systems~Canada~~Mid-Senior level~Full-time~2024-08-09 14:16:13~IT Services and IT Consulting
3986721194~Senior Data Scientist, Lodging Pricing~Hopper~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:16:14~Technology, Information and Internet
3926370040~Senior Data Solution Architect~EPAM Systems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 14:16:15~IT Services and IT Consulting
3981362536~Senior Data Scientist - HTS - Fintech Ancillaries~Hopper~Vancouver, British Columbia, Canada~CA$110,000.00/yr - CA$300,000.00/yr~Mid-Senior level~Full-time~2024-07-24 14:16:16~Technology, Information and Internet
3917072233~Senior Solution Architect, Investments~Investment Management Corporation of Ontario (IMCO)~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-15 14:16:17~Financial Services
3945984587~Data Science Architect~Alexion Pharmaceuticals, Inc.~Mississauga, Ontario, Canada~~Associate~Full-time~2024-07-31 14:16:19~Biotechnology Research
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:16:20~Non-profit Organizations and Primary and Secondary Education
3719410263~Architecte de données intermédiaire~TEHORA inc.~Canada~~Mid-Senior level~Full-time~2023-09-19 14:16:22~Non-profit Organizations and Primary and Secondary Education
3961730949~Solutions Architect AI/ML~Huge~Canada~~Not Applicable~Full-time~2024-07-31 14:16:22~Design Services, Technology, Information and Internet, and Advertising Services
3997380047~Data Solution Architect~National Bank of Canada~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-08-10 14:16:23~Banking
