job_id~job_title~company_name~company_location~pay_range~job_level~employment_type~job_posted_date~industry
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:54:57~Retail
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:54:57~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:54:58~IT Services and IT Consulting
3995774312~Platform Data Architect, Scotiabank~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-08 13:55:01~Banking
3631618707~Data Architect~Nuvoola AI~Québec, Quebec, Canada~~Mid-Senior level~Full-time~2023-08-15 13:55:02~IT Services and IT Consulting
3900470362~Vice President, Head of Solution Architecture~Klick~Toronto, Ontario, Canada~~Director~Full-time~2024-08-07 13:55:03~Advertising Services
3962978783~Data Architect~Plains Midstream Canada~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:04~Oil and Gas
3911171411~Sr. AWS cloud architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-05-16 13:55:05~IT Services and IT Consulting
3899939285~Data Architect~Project X Ltd.~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-04-16 13:55:05~Information Technology & Services
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:55:06~Retail
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:55:06~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:55:07~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:07~IT Services and IT Consulting
3900470362~Vice President, Head of Solution Architecture~Klick~Toronto, Ontario, Canada~~Director~Full-time~2024-08-07 13:55:10~Advertising Services
3962978783~Data Architect~Plains Midstream Canada~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:11~Oil and Gas
3911171411~Sr. AWS cloud architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-05-16 13:55:11~IT Services and IT Consulting
3899939285~Data Architect~Project X Ltd.~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-04-16 13:55:12~Information Technology & Services
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:55:13~Retail
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:55:13~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:55:14~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:14~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:15~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:55:16~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3900470362~Vice President, Head of Solution Architecture~Klick~Toronto, Ontario, Canada~~Director~Full-time~2024-08-07 13:55:17~Advertising Services
3962978783~Data Architect~Plains Midstream Canada~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:18~Oil and Gas
3911171411~Sr. AWS cloud architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-05-16 13:55:18~IT Services and IT Consulting
3899939285~Data Architect~Project X Ltd.~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-04-16 13:55:19~Information Technology & Services
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:55:21~Retail
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:55:22~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:55:22~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:23~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:24~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:55:25~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3962978783~Data Architect~Plains Midstream Canada~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:27~Oil and Gas
3911171411~Sr. AWS cloud architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-05-16 13:55:28~IT Services and IT Consulting
3899939285~Data Architect~Project X Ltd.~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-04-16 13:55:29~Information Technology & Services
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:55:30~Retail
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:55:31~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:55:32~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:32~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:33~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:55:34~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:35~IT Services and IT Consulting
3911171411~Sr. AWS cloud architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-05-16 13:55:37~IT Services and IT Consulting
3899939285~Data Architect~Project X Ltd.~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-04-16 13:55:37~Information Technology & Services
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:55:38~Retail
4000305307~AI Architect CA~Premier Media~Canada~~Associate~Full-time~2024-08-13 15:55:39~Non-profit Organizations and Primary and Secondary Education
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:55:39~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:55:40~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:42~Government Administration
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:42~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:43~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:55:43~IT Services and IT Consulting
3899939285~Data Architect~Project X Ltd.~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-04-16 13:55:46~Information Technology & Services
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:55:47~Retail
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:55:47~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:55:48~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:49~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:50~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:55:50~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:51~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:55:52~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:55:53~Government Administration
3994882359~Data Architect/Modeller~Sobeys~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 13:55:55~Retail
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:55:56~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:55:57~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:55:58~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:55:59~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:56:00~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:01~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:56:01~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:56:02~Government Administration
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:03~Software Development
3934831115~Enterprise/Cloud Architect-Azure-Canada~Zortech Solutions~Regina, Saskatchewan, Canada~~Mid-Senior level~Contract~2024-06-15 13:56:04~Human Resources Services
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:05~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:06~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:56:07~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:56:08~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:09~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:56:09~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:56:10~Government Administration
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:11~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:56:11~Internet Publishing
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:14~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:15~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:56:16~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:56:18~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:18~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:56:20~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:56:21~Government Administration
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:22~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:56:23~Internet Publishing
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:23~IT Services and IT Consulting
3984099572~Azure Cloud Data Architect (Remote)~Invero~Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:25~IT Services and IT Consulting
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:56:26~Government Administration
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:26~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:28~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:56:29~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:56:29~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:56:30~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:30~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:56:31~Internet Publishing
3997086933~Data Architect/Modeller [Sobeys Inc.]~CareerBeacon~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:32~Human Resources Services
3946953855~Data Architect~City of Regina~Regina, Saskatchewan, Canada~~Mid-Senior level~Full-time~2024-07-15 13:56:34~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:56:35~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:35~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:56:36~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:56:38~Government Administration
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:40~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:56:41~Internet Publishing
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:41~IT Services and IT Consulting
3991923552~Azure Data Engineering Architect~CGI~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:42~IT Services and IT Consulting
3921714673~Solution Architect - Deloitte Global Technology~Deloitte~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-10 13:56:43~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:45~IT Services and IT Consulting
3995987249~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:46~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:56:46~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:56:47~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:56:48~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:48~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:56:49~Internet Publishing
3997086933~Data Architect/Modeller [Sobeys Inc.]~CareerBeacon~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:49~Human Resources Services
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:50~IT Services and IT Consulting
3991923552~Azure Data Engineering Architect~CGI~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:50~IT Services and IT Consulting
3995987250~Sr. Data Engineer/Data Architect~UST~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:56:53~IT Services and IT Consulting
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:56:53~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:56:54~Government Administration
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:54~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:56:55~Internet Publishing
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:56~IT Services and IT Consulting
3991923552~Azure Data Engineering Architect~CGI~Canada~~Mid-Senior level~Full-time~2024-08-07 13:56:57~IT Services and IT Consulting
3921714673~Solution Architect - Deloitte Global Technology~Deloitte~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-10 13:56:57~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3945409326~Data Architect~Momentum Financial Services Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 13:56:58~Financial Services
3987424668~Enterprise Data Architect~QuadReal Property Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:56:59~Real Estate
3995103087~Technology Architect - Senior~Procom~Guelph, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:57:02~IT Services and IT Consulting
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:57:02~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:57:03~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:05~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:57:05~Internet Publishing
3997086933~Data Architect/Modeller [Sobeys Inc.]~CareerBeacon~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:57:06~Human Resources Services
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:07~IT Services and IT Consulting
3991923552~Azure Data Engineering Architect~CGI~Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:07~IT Services and IT Consulting
3996012390~Platform Data Architect, Scotiabank~Scotiabank - Global Banking and Markets~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:57:08~Banking
3987424668~Enterprise Data Architect~QuadReal Property Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:08~Real Estate
3995514706~Technical Architect, Data Architecture~City of Ottawa~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 22:57:10~Government Administration
3921718444~Solution Architect - Deloitte Global Technology~Deloitte~Kitchener, Ontario, Canada~~Not Applicable~Full-time~2024-08-10 13:57:11~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:11~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:57:12~Internet Publishing
3997086933~Data Architect/Modeller [Sobeys Inc.]~CareerBeacon~Mississauga, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:57:13~Human Resources Services
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:14~IT Services and IT Consulting
3991923552~Azure Data Engineering Architect~CGI~Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:15~IT Services and IT Consulting
3996012390~Platform Data Architect, Scotiabank~Scotiabank - Global Banking and Markets~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-08 13:57:16~Banking
3987424668~Enterprise Data Architect~QuadReal Property Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:16~Real Estate
3945409326~Data Architect~Momentum Financial Services Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 13:57:17~Financial Services
3989302752~Senior Data Architect~Dayforce~Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:19~Software Development
3981108690~Data Management Architect  IBM~Vodastra Technologies~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-24 13:57:19~Internet Publishing
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:20~IT Services and IT Consulting
3991923552~Azure Data Engineering Architect~CGI~Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:21~IT Services and IT Consulting
3921714673~Solution Architect - Deloitte Global Technology~Deloitte~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-10 13:57:22~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3945409326~Data Architect~Momentum Financial Services Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 13:57:22~Financial Services
3987424668~Enterprise Data Architect~QuadReal Property Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:23~Real Estate
3965613556~Data Architect III~Electronic Arts (EA)~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-31 13:57:24~Computer Games, IT Services and IT Consulting, and Software Development
3992331820~Data Architect~Richardson Wealth~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:24~Financial Services, Banking, and Investment Banking
3999991005~AWS Solution Architect~TEKsystems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 13:57:25~IT Services and IT Consulting
3960012787~Solution Architect - Patient Services Data~Sanofi~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:57:26~Pharmaceutical Manufacturing, Chemical Manufacturing, and Biotechnology Research
3979711710~Sr Data Architect - Temp to Hire - Remote~Gallagher~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-07-31 13:57:29~Insurance
3906291372~Data Solution Architect~Mattel Canada~Mississauga, Ontario, Canada~~Not Applicable~Full-time~2024-08-07 13:57:30~Manufacturing, Design Services, and Entertainment Providers
3998884949~Solution Architect Data & Analytics~ALTEN Canada~Greater Toronto Area, Canada~~Mid-Senior level~Contract~2024-08-14 03:57:31~Financial Services
3921712919~Solution Architect - Deloitte Global Technology~Deloitte~Calgary, Alberta, Canada~~Not Applicable~Full-time~2024-08-10 13:57:32~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3983476541~Data Architect~Kainos~Kings, Subdivision C, Nova Scotia, Canada~~Mid-Senior level~Full-time~2024-07-24 13:57:33~Information Services
3921712918~Solution Architect - Deloitte Global Technology~Deloitte~Edmonton, Alberta, Canada~~Not Applicable~Full-time~2024-08-10 13:57:34~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3995666844~azure architect~Avanciers~Ontario, Canada~~Mid-Senior level~Full-time~2024-08-09 13:57:37~Staffing and Recruiting
3945929885~Solution Architect~Porter Airlines Inc.~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-07-15 13:57:37~Airlines and Aviation
3992823192~Senior Data Architect - Remote~Randstad Canada~Victoria, British Columbia, Canada~~Mid-Senior level~Temporary~2024-08-07 13:57:38~Staffing and Recruiting
3986127295~AEP Data Architect~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:40~IT Services and IT Consulting
3991923552~Azure Data Engineering Architect~CGI~Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:41~IT Services and IT Consulting
3921714673~Solution Architect - Deloitte Global Technology~Deloitte~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-10 13:57:42~Accounting, IT Services and IT Consulting, and Business Consulting and Services
3945409326~Data Architect~Momentum Financial Services Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-12 13:57:43~Financial Services
3987424668~Enterprise Data Architect~QuadReal Property Group~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 13:57:43~Real Estate
3965613556~Data Architect III~Electronic Arts (EA)~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-07-31 13:57:44~Computer Games, IT Services and IT Consulting, and Software Development
3992331820~Data Architect~Richardson Wealth~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 13:57:44~Financial Services, Banking, and Investment Banking
3999991005~AWS Solution Architect~TEKsystems~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 13:57:46~IT Services and IT Consulting
3818367595~Data Enterprise Architect~Epsilon Solutions Ltd.~Ontario, Canada~~Entry level~Full-time~2024-02-16 13:57:46~IT Services and IT Consulting
